marks,year,caste,list,subject,cutoff,result
72,2021,SEBC,1st,PCM,,
78,2021,VJ-A,1st,PCM,,
67,2021,EBC,1st,PCM,,
40,2021,SBC,1st,PCM,,
65,2021,NT-D,1st,PCM,,
89,2021,OBC,1st,PCM,,
55,2021,SC,1st,PCM,,
69,2021,VJ-A,1st,PCM,,
42,2021,NT-D,1st,PCM,,
43,2021,ST,1st,PCM,,
71,2021,SBC,1st,PCM,,
41,2021,SC,1st,PCM,,
63,2021,SC,1st,PCM,,
45,2021,Open,1st,PCM,,
42,2021,NT-C,1st,PCM,,
38,2021,NT-D,1st,PCM,,
60,2021,VJ-A,1st,PCM,,
67,2021,EBC,1st,PCM,,
76,2021,NT-D,1st,PCM,,
71,2021,VJ-A,1st,PCM,,
43,2021,SEBC,1st,PCM,,
50,2021,SEBC,1st,PCM,,
48,2021,NT-C,1st,PCM,,
38,2021,NT-B,1st,PCM,,
60,2021,EBC,1st,PCM,,
93,2021,NT-B,1st,PCM,,
51,2021,OBC,1st,PCM,,
36,2021,SBC,1st,PCM,,
70,2021,Open,1st,PCM,,
55,2021,NT-D,1st,PCM,,
56,2021,VJ-A,1st,PCM,,
76,2021,SEBC,1st,PCM,,
97,2021,SBC,1st,PCM,,
46,2021,NT-B,1st,PCM,,
55,2021,SEBC,1st,PCM,,
77,2021,Open,1st,PCM,,
89,2021,SBC,1st,PCM,,
36,2021,VJ-A,1st,PCM,,
77,2021,NT-B,1st,PCM,,
80,2021,SC,2nd,PCM,,
96,2021,SC,2nd,PCM,,
43,2021,SC,2nd,PCM,,
36,2021,SBC,2nd,PCM,,
36,2021,SEBC,2nd,PCM,,
77,2021,OBC,2nd,PCM,,
83,2021,SBC,2nd,PCM,,
62,2021,SEBC,2nd,PCM,,
69,2021,NT-C,2nd,PCM,,
100,2021,VJ-A,2nd,PCM,,
70,2021,NT-B,2nd,PCM,,
74,2021,VJ-A,2nd,PCM,,
96,2021,SC,2nd,PCM,,
60,2021,NT-B,2nd,PCM,,
64,2021,SC,2nd,PCM,,
58,2021,Open,2nd,PCM,,
84,2021,ST,2nd,PCM,,
57,2021,SEBC,2nd,PCM,,
50,2021,NT-B,2nd,PCM,,
35,2021,OBC,2nd,PCM,,
39,2021,SC,2nd,PCM,,
45,2021,SEBC,2nd,PCM,,
84,2021,Open,2nd,PCM,,
63,2021,SC,2nd,PCM,,
68,2021,ST,2nd,PCM,,
38,2021,SEBC,2nd,PCM,,
70,2021,SEBC,2nd,PCM,,
69,2021,SEBC,2nd,PCM,,
69,2021,NT-B,2nd,PCM,,
62,2021,EBC,2nd,PCM,,
57,2021,SBC,2nd,PCM,,
94,2021,Open,2nd,PCM,,
62,2021,VJ-A,2nd,PCM,,
73,2021,SEBC,2nd,PCM,,
62,2021,OBC,2nd,PCM,,
58,2021,SEBC,2nd,PCM,,
91,2021,SC,2nd,PCM,,
71,2021,EBC,2nd,PCM,,
50,2021,ST,2nd,PCM,,
52,2021,SBC,2nd,PCM,,
37,2021,NT-D,2nd,PCM,,
100,2021,SC,2nd,PCM,,
58,2021,Open,2nd,PCM,,
48,2021,NT-D,2nd,PCM,,
65,2021,NT-D,2nd,PCM,,
47,2021,OBC,2nd,PCM,,
84,2021,Open,2nd,PCM,,
39,2021,NT-C,2nd,PCM,,
68,2021,NT-C,2nd,PCM,,
42,2021,SBC,2nd,PCM,,
42,2021,SC,2nd,PCM,,
57,2021,OBC,2nd,PCM,,
98,2021,SBC,2nd,PCM,,
71,2021,SEBC,2nd,PCM,,
45,2021,VJ-A,2nd,PCM,,
36,2021,Open,2nd,PCM,,
86,2021,ST,2nd,PCM,,
37,2021,VJ-A,2nd,PCM,,
82,2021,NT-B,2nd,PCM,,
43,2021,NT-D,2nd,PCM,,
43,2021,EBC,2nd,PCM,,
93,2021,VJ-A,2nd,PCM,,
70,2021,EBC,2nd,PCM,,
49,2021,SBC,2nd,PCM,,
74,2021,NT-D,2nd,PCM,,
55,2021,EBC,2nd,PCM,,
77,2021,SBC,2nd,PCM,,
35,2021,NT-C,2nd,PCM,,
46,2021,VJ-A,2nd,PCM,,
57,2021,Open,2nd,PCM,,
35,2021,OBC,2nd,PCM,,
92,2021,Open,2nd,PCM,,
42,2021,ST,2nd,PCM,,
89,2021,NT-D,2nd,PCM,,
99,2021,NT-D,2nd,PCM,,
57,2021,ST,2nd,PCM,,
67,2021,SEBC,2nd,PCM,,
78,2021,NT-C,2nd,PCM,,
54,2021,SEBC,2nd,PCM,,
41,2021,OBC,2nd,PCM,,
53,2021,NT-B,2nd,PCM,,
94,2021,ST,2nd,PCM,,
37,2021,NT-D,2nd,PCM,,
77,2021,NT-D,2nd,PCM,,
80,2021,NT-C,2nd,PCM,,
87,2021,SC,2nd,PCM,,
37,2021,SC,2nd,PCM,,
42,2021,NT-C,2nd,PCM,,
88,2021,NT-B,2nd,PCM,,
73,2021,NT-B,2nd,PCM,,
64,2021,SBC,2nd,PCM,,
42,2021,Open,2nd,PCM,,
57,2021,SEBC,2nd,PCM,,
93,2021,OBC,2nd,PCM,,
86,2021,SC,2nd,PCM,,
93,2021,Open,2nd,PCM,,
65,2021,EBC,2nd,PCM,,
55,2021,OBC,2nd,PCM,,
94,2021,VJ-A,2nd,PCM,,
62,2021,ST,2nd,PCM,,
52,2021,NT-D,2nd,PCM,,
98,2021,OBC,2nd,PCM,,
71,2021,ST,2nd,PCM,,
72,2021,SC,2nd,PCM,,
83,2021,NT-C,2nd,PCM,,
79,2021,Open,2nd,PCM,,
55,2021,SC,2nd,PCM,,
53,2021,NT-D,2nd,PCM,,
94,2021,ST,2nd,PCM,,
35,2021,EBC,2nd,PCM,,
85,2021,OBC,2nd,PCM,,
79,2021,SEBC,2nd,PCM,,
82,2021,VJ-A,2nd,PCM,,
94,2021,ST,2nd,PCM,,
48,2021,NT-B,2nd,PCM,,
42,2021,NT-D,2nd,PCM,,
97,2021,NT-D,2nd,PCM,,
57,2021,VJ-A,2nd,PCM,,
60,2021,NT-D,2nd,PCM,,
50,2021,Open,2nd,PCM,,
63,2021,NT-D,2nd,PCM,,
94,2021,NT-D,2nd,PCM,,
96,2021,SEBC,2nd,PCM,,
87,2021,EBC,2nd,PCM,,
62,2021,SBC,2nd,PCM,,
70,2021,OBC,2nd,PCM,,
52,2021,OBC,2nd,PCM,,
88,2021,VJ-A,2nd,PCM,,
41,2021,VJ-A,2nd,PCM,,
68,2021,Open,2nd,PCM,,
69,2021,NT-D,2nd,PCM,,
99,2021,Open,2nd,PCM,,
50,2021,EBC,2nd,PCM,,
93,2021,EBC,2nd,PCM,,
51,2021,NT-D,2nd,PCM,,
57,2021,ST,2nd,PCM,,
92,2021,SBC,2nd,PCM,,
36,2021,NT-D,2nd,PCM,,
45,2021,NT-D,2nd,PCM,,
82,2021,ST,2nd,PCM,,
68,2021,NT-B,2nd,PCM,,
72,2021,OBC,2nd,PCM,,
51,2021,Open,2nd,PCM,,
59,2021,NT-D,2nd,PCM,,
38,2021,NT-C,2nd,PCM,,
44,2021,NT-B,2nd,PCM,,
73,2021,SBC,2nd,PCM,,
83,2021,SBC,2nd,PCM,,
64,2021,EBC,2nd,PCM,,
84,2021,ST,2nd,PCM,,
47,2021,SC,2nd,PCM,,
92,2021,ST,2nd,PCM,,
71,2021,NT-C,2nd,PCM,,
48,2021,SC,2nd,PCM,,
49,2021,NT-C,2nd,PCM,,
48,2021,NT-B,2nd,PCM,,
75,2021,NT-D,2nd,PCM,,
67,2021,ST,2nd,PCM,,
93,2021,NT-B,2nd,PCM,,
99,2021,NT-B,2nd,PCM,,
65,2021,OBC,2nd,PCM,,
74,2021,Open,2nd,PCM,,
44,2021,SBC,2nd,PCM,,
40,2021,VJ-A,2nd,PCM,,
77,2021,EBC,2nd,PCM,,
77,2021,OBC,2nd,PCM,,
56,2021,SC,2nd,PCM,,
59,2021,NT-B,2nd,PCM,,
39,2021,Open,2nd,PCM,,
84,2021,SEBC,2nd,PCM,,
80,2021,NT-C,2nd,PCM,,
89,2021,OBC,2nd,PCM,,
53,2021,VJ-A,2nd,PCM,,
64,2021,NT-B,2nd,PCM,,
96,2021,VJ-A,2nd,PCM,,
52,2021,NT-B,2nd,PCM,,
50,2021,Open,2nd,PCM,,
91,2021,NT-B,2nd,PCM,,
54,2021,VJ-A,2nd,PCM,,
47,2021,SC,2nd,PCM,,
95,2021,SBC,2nd,PCM,,
49,2021,ST,2nd,PCM,,
54,2021,SBC,2nd,PCM,,
78,2021,NT-B,2nd,PCM,,
45,2021,ST,2nd,PCM,,
64,2021,SBC,2nd,PCM,,
38,2021,NT-B,2nd,PCM,,
86,2021,OBC,2nd,PCM,,
69,2021,SEBC,2nd,PCM,,
52,2021,NT-C,2nd,PCM,,
78,2021,Open,2nd,PCM,,
45,2021,SC,2nd,PCM,,
89,2021,Open,2nd,PCM,,
76,2021,EBC,2nd,PCM,,
39,2021,OBC,2nd,PCM,,
43,2021,NT-C,2nd,PCM,,
42,2021,VJ-A,2nd,PCM,,
89,2021,EBC,2nd,PCM,,
53,2021,NT-B,2nd,PCM,,
97,2021,SBC,2nd,PCM,,
79,2021,Open,2nd,PCM,,
96,2021,SC,2nd,PCM,,
44,2021,VJ-A,2nd,PCM,,
39,2021,NT-B,2nd,PCM,,
42,2021,NT-D,2nd,PCM,,
81,2021,Open,2nd,PCM,,
55,2021,NT-D,2nd,PCM,,
74,2021,NT-D,2nd,PCM,,
94,2021,SEBC,2nd,PCM,,
39,2021,VJ-A,2nd,PCM,,
45,2021,SC,2nd,PCM,,
46,2021,NT-B,2nd,PCM,,
68,2021,OBC,2nd,PCM,,
71,2021,NT-C,2nd,PCM,,
94,2021,SC,2nd,PCM,,
74,2021,VJ-A,2nd,PCM,,
65,2021,SC,2nd,PCM,,
45,2021,NT-D,2nd,PCM,,
48,2021,ST,2nd,PCM,,
82,2021,NT-B,2nd,PCM,,
91,2021,SEBC,2nd,PCM,,
67,2021,NT-C,2nd,PCM,,
95,2021,VJ-A,2nd,PCM,,
81,2021,OBC,2nd,PCM,,
47,2021,NT-D,2nd,PCM,,
85,2021,ST,2nd,PCM,,
64,2021,NT-C,2nd,PCM,,
92,2021,Open,2nd,PCM,,
90,2021,NT-D,2nd,PCM,,
88,2021,EBC,2nd,PCM,,
52,2021,ST,2nd,PCM,,
91,2021,ST,2nd,PCM,,
100,2021,NT-B,2nd,PCM,,
45,2021,NT-B,2nd,PCM,,
87,2021,NT-D,2nd,PCM,,
69,2021,NT-B,2nd,PCM,,
73,2021,VJ-A,2nd,PCM,,
54,2021,NT-C,2nd,PCM,,
67,2021,NT-B,2nd,PCM,,
61,2021,NT-D,2nd,PCM,,
56,2021,SC,2nd,PCM,,
97,2021,NT-C,2nd,PCM,,
100,2021,NT-C,2nd,PCM,,
38,2021,VJ-A,2nd,PCM,,
49,2021,NT-B,2nd,PCM,,
91,2021,SEBC,2nd,PCM,,
86,2021,VJ-A,2nd,PCM,,
51,2021,VJ-A,2nd,PCM,,
57,2021,OBC,2nd,PCM,,
72,2021,SEBC,2nd,PCM,,
47,2021,VJ-A,2nd,PCM,,
70,2021,NT-B,2nd,PCM,,
86,2021,SEBC,2nd,PCM,,
42,2021,Open,2nd,PCM,,
73,2021,ST,2nd,PCM,,
46,2021,SEBC,2nd,PCM,,
52,2021,OBC,2nd,PCM,,
47,2021,OBC,2nd,PCM,,
56,2021,EBC,2nd,PCM,,
69,2021,SBC,2nd,PCM,,
67,2021,OBC,2nd,PCM,,
66,2021,NT-C,2nd,PCM,,
85,2021,ST,2nd,PCM,,
53,2021,NT-B,2nd,PCM,,
70,2021,SEBC,2nd,PCM,,
40,2021,OBC,2nd,PCM,,
84,2021,Open,2nd,PCM,,
38,2021,NT-B,2nd,PCM,,
68,2021,ST,2nd,PCM,,
80,2021,SEBC,2nd,PCM,,
64,2021,SC,2nd,PCM,,
38,2021,SEBC,2nd,PCM,,
37,2021,OBC,2nd,PCM,,
59,2021,SEBC,2nd,PCM,,
35,2021,EBC,2nd,PCM,,
58,2021,ST,2nd,PCM,,
93,2021,NT-C,2nd,PCM,,
48,2021,NT-C,2nd,PCM,,
45,2021,OBC,2nd,PCM,,
58,2021,EBC,2nd,PCM,,
61,2021,SBC,2nd,PCM,,
45,2021,EBC,2nd,PCM,,
84,2021,VJ-A,2nd,PCM,,
42,2021,EBC,2nd,PCM,,
56,2021,Open,2nd,PCM,,
82,2021,Open,2nd,PCM,,
86,2021,NT-B,2nd,PCM,,
78,2021,VJ-A,2nd,PCM,,
39,2021,OBC,2nd,PCM,,
97,2021,NT-C,2nd,PCM,,
58,2021,NT-D,2nd,PCM,,
76,2021,NT-D,2nd,PCM,,
82,2021,ST,2nd,PCM,,
90,2021,SEBC,2nd,PCM,,
90,2021,SEBC,2nd,PCM,,
97,2021,SC,2nd,PCM,,
99,2021,SC,2nd,PCM,,
86,2021,SEBC,2nd,PCM,,
39,2021,SBC,2nd,PCM,,
93,2021,EBC,2nd,PCM,,
39,2021,SEBC,2nd,PCM,,
57,2021,VJ-A,2nd,PCM,,
58,2021,SEBC,2nd,PCM,,
78,2021,NT-D,2nd,PCM,,
66,2021,NT-B,2nd,PCM,,
80,2021,NT-B,2nd,PCM,,
56,2021,NT-D,2nd,PCM,,
70,2021,SEBC,2nd,PCM,,
79,2021,Open,2nd,PCM,,
36,2021,SBC,2nd,PCM,,
51,2021,OBC,2nd,PCM,,
74,2021,VJ-A,2nd,PCM,,
92,2021,SC,2nd,PCM,,
97,2021,NT-D,2nd,PCM,,
89,2021,ST,2nd,PCM,,
81,2021,VJ-A,2nd,PCM,,
49,2021,SC,2nd,PCM,,
88,2021,NT-C,2nd,PCM,,
67,2021,ST,2nd,PCM,,
68,2021,ST,2nd,PCM,,
37,2021,NT-B,2nd,PCM,,
81,2021,OBC,2nd,PCM,,
100,2021,Open,2nd,PCM,,
76,2021,SC,2nd,PCM,,
59,2021,SC,2nd,PCM,,
74,2021,EBC,2nd,PCM,,
93,2021,NT-B,2nd,PCM,,
35,2021,NT-D,2nd,PCM,,
88,2021,NT-D,2nd,PCM,,
84,2021,OBC,2nd,PCM,,
51,2021,SBC,2nd,PCM,,
78,2021,SC,2nd,PCM,,
80,2021,NT-C,2nd,PCM,,
86,2021,NT-B,2nd,PCM,,
67,2021,VJ-A,2nd,PCM,,
88,2021,SC,2nd,PCM,,
70,2021,NT-B,2nd,PCM,,
94,2021,ST,2nd,PCM,,
86,2021,SC,2nd,PCM,,
71,2021,NT-B,2nd,PCM,,
42,2021,NT-D,2nd,PCM,,
41,2021,SC,2nd,PCM,,
55,2021,SC,2nd,PCM,,
42,2021,SEBC,2nd,PCM,,
83,2021,SEBC,2nd,PCM,,
100,2021,VJ-A,2nd,PCM,,
66,2021,OBC,2nd,PCM,,
68,2021,SBC,2nd,PCM,,
47,2021,ST,2nd,PCM,,
74,2021,NT-C,2nd,PCM,,
76,2021,NT-D,2nd,PCM,,
45,2021,NT-C,2nd,PCM,,
93,2021,OBC,2nd,PCM,,
71,2021,ST,2nd,PCM,,
53,2021,ST,2nd,PCM,,
40,2021,NT-C,2nd,PCM,,
98,2021,EBC,2nd,PCM,,
62,2021,Open,2nd,PCM,,
42,2021,SEBC,2nd,PCM,,
78,2021,EBC,2nd,PCM,,
64,2021,OBC,2nd,PCM,,
75,2021,SC,2nd,PCM,,
54,2021,SEBC,2nd,PCM,,
74,2021,OBC,2nd,PCM,,
51,2021,OBC,2nd,PCM,,
75,2021,SBC,2nd,PCM,,
38,2021,NT-D,2nd,PCM,,
88,2021,OBC,2nd,PCM,,
53,2021,VJ-A,2nd,PCM,,
50,2021,NT-C,2nd,PCM,,
67,2021,SBC,2nd,PCM,,
99,2021,NT-B,2nd,PCM,,
50,2021,SBC,2nd,PCM,,
84,2021,NT-D,2nd,PCM,,
42,2021,EBC,2nd,PCM,,
37,2021,NT-B,2nd,PCM,,
71,2021,NT-C,2nd,PCM,,
38,2021,SC,2nd,PCM,,
73,2021,NT-B,2nd,PCM,,
40,2021,Open,2nd,PCM,,
73,2021,NT-C,2nd,PCM,,
39,2021,OBC,2nd,PCM,,
92,2021,Open,2nd,PCM,,
54,2021,SBC,2nd,PCM,,
36,2021,ST,2nd,PCM,,
58,2021,VJ-A,2nd,PCM,,
99,2021,ST,2nd,PCM,,
53,2021,OBC,2nd,PCM,,
87,2021,NT-D,2nd,PCM,,
60,2021,ST,2nd,PCM,,
70,2021,SEBC,2nd,PCM,,
63,2021,ST,2nd,PCM,,
62,2021,Open,2nd,PCM,,
35,2021,Open,2nd,PCM,,
68,2021,SEBC,2nd,PCM,,
89,2021,SBC,2nd,PCM,,
94,2021,SEBC,2nd,PCM,,
89,2021,ST,2nd,PCM,,
44,2021,ST,2nd,PCM,,
51,2021,NT-D,2nd,PCM,,
62,2021,Open,2nd,PCM,,
97,2021,SC,2nd,PCM,,
94,2021,EBC,2nd,PCM,,
96,2021,VJ-A,2nd,PCM,,
100,2021,ST,2nd,PCM,,
63,2021,OBC,2nd,PCM,,
64,2021,Open,2nd,PCM,,
96,2021,SEBC,2nd,PCM,,
71,2021,NT-C,2nd,PCM,,
84,2021,OBC,2nd,PCM,,
45,2021,EBC,2nd,PCM,,
73,2021,OBC,2nd,PCM,,
85,2021,SEBC,2nd,PCM,,
48,2021,SC,2nd,PCM,,
51,2021,SC,2nd,PCM,,
75,2021,SC,2nd,PCM,,
66,2021,SEBC,2nd,PCM,,
75,2021,NT-B,2nd,PCM,,
55,2021,SC,2nd,PCM,,
93,2021,Open,2nd,PCM,,
61,2021,NT-D,2nd,PCM,,
50,2021,SBC,2nd,PCM,,
85,2021,Open,2nd,PCM,,
77,2021,EBC,2nd,PCM,,
88,2021,SC,2nd,PCM,,
99,2021,SEBC,2nd,PCM,,
55,2021,ST,2nd,PCM,,
43,2021,NT-D,2nd,PCM,,
80,2021,SEBC,2nd,PCM,,
53,2021,NT-B,2nd,PCM,,
76,2021,NT-B,2nd,PCM,,
36,2021,NT-C,2nd,PCM,,
57,2021,Open,2nd,PCM,,
54,2021,VJ-A,2nd,PCM,,
75,2021,SC,2nd,PCM,,
61,2021,NT-B,2nd,PCM,,
87,2021,NT-C,2nd,PCM,,
46,2021,SC,2nd,PCM,,
68,2021,NT-C,2nd,PCM,,
98,2021,NT-C,2nd,PCM,,
58,2021,ST,2nd,PCM,,
78,2021,NT-B,2nd,PCM,,
94,2021,Open,2nd,PCM,,
36,2021,SC,2nd,PCM,,
71,2021,ST,2nd,PCM,,
39,2021,NT-B,2nd,PCM,,
73,2021,OBC,2nd,PCM,,
41,2021,VJ-A,2nd,PCM,,
97,2021,SC,2nd,PCM,,
51,2021,NT-B,2nd,PCM,,
36,2021,OBC,2nd,PCM,,
48,2021,ST,2nd,PCM,,
75,2021,EBC,2nd,PCM,,
75,2021,NT-C,2nd,PCM,,
47,2021,NT-C,2nd,PCM,,
99,2021,ST,2nd,PCM,,
44,2021,NT-B,2nd,PCM,,
56,2021,SC,2nd,PCM,,
56,2021,VJ-A,2nd,PCM,,
77,2021,VJ-A,2nd,PCM,,
48,2021,EBC,2nd,PCM,,
97,2021,ST,2nd,PCM,,
83,2021,OBC,2nd,PCM,,
61,2021,Open,2nd,PCM,,
82,2021,NT-B,2nd,PCM,,
64,2021,EBC,2nd,PCM,,
39,2021,OBC,2nd,PCM,,
88,2021,Open,2nd,PCM,,
54,2021,NT-B,2nd,PCM,,
46,2021,SC,2nd,PCM,,
40,2021,Open,2nd,PCM,,
77,2021,EBC,2nd,PCM,,
61,2021,OBC,2nd,PCM,,
62,2021,NT-D,2nd,PCM,,
53,2021,NT-C,2nd,PCM,,
86,2021,Open,2nd,PCM,,
91,2021,SBC,2nd,PCM,,
96,2021,NT-D,2nd,PCM,,
64,2021,NT-C,2nd,PCM,,
36,2021,VJ-A,2nd,PCM,,
49,2021,NT-B,2nd,PCM,,
96,2021,NT-B,2nd,PCM,,
53,2021,Open,2nd,PCM,,
50,2021,NT-D,2nd,PCM,,
53,2021,SEBC,2nd,PCM,,
96,2021,EBC,2nd,PCM,,
78,2021,VJ-A,2nd,PCM,,
55,2021,Open,2nd,PCM,,
64,2021,EBC,2nd,PCM,,
100,2021,VJ-A,2nd,PCM,,
87,2021,VJ-A,2nd,PCM,,
41,2021,SBC,2nd,PCM,,
53,2021,VJ-A,2nd,PCM,,
41,2021,OBC,2nd,PCM,,
56,2021,ST,2nd,PCM,,
49,2021,SC,2nd,PCM,,
64,2021,OBC,2nd,PCM,,
43,2021,SC,2nd,PCM,,
55,2021,VJ-A,2nd,PCM,,
99,2021,ST,2nd,PCM,,
56,2021,SEBC,2nd,PCM,,
89,2021,Open,2nd,PCM,,
92,2021,SC,2nd,PCM,,
63,2021,SBC,2nd,PCM,,
45,2021,Open,2nd,PCM,,
43,2021,VJ-A,2nd,PCM,,
65,2021,Open,2nd,PCM,,
84,2021,VJ-A,2nd,PCM,,
88,2021,SEBC,2nd,PCM,,
58,2021,SBC,2nd,PCM,,
84,2021,NT-C,2nd,PCM,,
50,2021,VJ-A,2nd,PCM,,
99,2021,OBC,2nd,PCM,,
55,2021,EBC,2nd,PCM,,
99,2021,ST,2nd,PCM,,
73,2021,ST,2nd,PCM,,
66,2021,EBC,2nd,PCM,,
84,2021,EBC,2nd,PCM,,
76,2021,ST,2nd,PCM,,
52,2021,ST,2nd,PCM,,
55,2021,OBC,2nd,PCM,,
98,2021,EBC,2nd,PCM,,
67,2021,NT-D,2nd,PCM,,
35,2021,NT-B,2nd,PCM,,
80,2021,ST,2nd,PCM,,
98,2021,SBC,2nd,PCM,,
59,2021,NT-C,2nd,PCM,,
72,2021,ST,2nd,PCM,,
91,2021,EBC,2nd,PCM,,
96,2021,NT-C,2nd,PCM,,
49,2021,NT-B,2nd,PCM,,
87,2021,ST,2nd,PCM,,
40,2021,OBC,2nd,PCM,,
59,2021,NT-C,2nd,PCM,,
68,2021,ST,2nd,PCM,,
82,2021,NT-D,2nd,PCM,,
42,2021,OBC,2nd,PCM,,
64,2021,EBC,2nd,PCM,,
41,2021,EBC,2nd,PCM,,
39,2021,NT-D,2nd,PCM,,
57,2021,EBC,2nd,PCM,,
73,2021,Open,2nd,PCM,,
76,2021,NT-C,2nd,PCM,,
45,2021,VJ-A,2nd,PCM,,
59,2021,EBC,2nd,PCM,,
37,2021,SC,2nd,PCM,,
38,2021,NT-D,2nd,PCM,,
92,2021,EBC,2nd,PCM,,
54,2021,OBC,2nd,PCM,,
93,2021,SBC,2nd,PCM,,
40,2021,EBC,2nd,PCM,,
35,2021,NT-C,2nd,PCM,,
92,2021,Open,2nd,PCM,,
85,2021,SC,2nd,PCM,,
48,2021,Open,2nd,PCM,,
48,2021,ST,2nd,PCM,,
95,2021,VJ-A,2nd,PCM,,
42,2021,VJ-A,2nd,PCM,,
75,2021,EBC,2nd,PCM,,
35,2021,SBC,2nd,PCM,,
81,2021,NT-C,2nd,PCM,,
99,2021,Open,2nd,PCM,,
87,2021,SC,2nd,PCM,,
92,2021,ST,2nd,PCM,,
61,2021,Open,2nd,PCM,,
100,2021,EBC,2nd,PCM,,
51,2021,OBC,2nd,PCM,,
62,2021,NT-B,2nd,PCM,,
60,2021,EBC,2nd,PCM,,
37,2021,ST,2nd,PCM,,
42,2021,EBC,2nd,PCM,,
72,2021,EBC,2nd,PCM,,
80,2021,NT-B,2nd,PCM,,
42,2021,NT-B,2nd,PCM,,
73,2021,SC,2nd,PCM,,
82,2021,SC,2nd,PCM,,
39,2021,NT-D,2nd,PCM,,
69,2021,ST,2nd,PCM,,
81,2021,ST,2nd,PCM,,
56,2021,VJ-A,2nd,PCM,,
36,2021,VJ-A,2nd,PCM,,
39,2021,ST,2nd,PCM,,
43,2021,ST,2nd,PCM,,
54,2021,NT-D,2nd,PCM,,
95,2021,OBC,2nd,PCM,,
57,2021,SBC,2nd,PCM,,
92,2021,NT-B,2nd,PCM,,
63,2021,NT-B,2nd,PCM,,
61,2021,VJ-A,2nd,PCM,,
96,2021,NT-D,2nd,PCM,,
58,2021,SBC,2nd,PCM,,
59,2021,Open,2nd,PCM,,
50,2021,SBC,2nd,PCM,,
98,2021,VJ-A,2nd,PCM,,
35,2021,VJ-A,2nd,PCM,,
59,2021,ST,2nd,PCM,,
47,2021,SBC,2nd,PCM,,
53,2021,SC,2nd,PCM,,
53,2021,EBC,2nd,PCM,,
62,2021,ST,2nd,PCM,,
92,2021,NT-D,3rd,PCM,,
85,2021,OBC,3rd,PCM,,
83,2021,SEBC,3rd,PCM,,
72,2021,SC,3rd,PCM,,
81,2021,NT-C,3rd,PCM,,
97,2021,NT-B,3rd,PCM,,
81,2021,NT-D,3rd,PCM,,
72,2021,NT-C,3rd,PCM,,
83,2021,NT-C,3rd,PCM,,
97,2021,OBC,3rd,PCM,,
87,2021,EBC,3rd,PCM,,
59,2021,EBC,3rd,PCM,,
36,2021,NT-B,3rd,PCM,,
77,2021,SC,3rd,PCM,,
94,2021,ST,3rd,PCM,,
38,2021,ST,3rd,PCM,,
39,2021,EBC,3rd,PCM,,
61,2021,OBC,3rd,PCM,,
49,2021,Open,3rd,PCM,,
93,2021,NT-C,3rd,PCM,,
73,2021,SBC,3rd,PCM,,
81,2021,NT-C,3rd,PCM,,
87,2021,EBC,3rd,PCM,,
40,2021,NT-C,3rd,PCM,,
47,2021,NT-B,3rd,PCM,,
41,2021,NT-C,3rd,PCM,,
43,2021,VJ-A,3rd,PCM,,
47,2021,SBC,3rd,PCM,,
58,2021,VJ-A,3rd,PCM,,
61,2021,NT-C,3rd,PCM,,
96,2021,NT-D,3rd,PCM,,
75,2021,SEBC,3rd,PCM,,
89,2021,NT-D,3rd,PCM,,
60,2021,VJ-A,3rd,PCM,,
52,2021,EBC,3rd,PCM,,
97,2021,NT-C,3rd,PCM,,
79,2021,ST,3rd,PCM,,
90,2021,NT-D,3rd,PCM,,
37,2021,NT-C,3rd,PCM,,
42,2021,NT-D,3rd,PCM,,
42,2021,NT-C,3rd,PCM,,
100,2021,VJ-A,3rd,PCM,,
36,2021,SC,3rd,PCM,,
67,2021,SBC,3rd,PCM,,
47,2021,SC,3rd,PCM,,
68,2021,ST,3rd,PCM,,
68,2021,NT-C,3rd,PCM,,
88,2021,NT-C,3rd,PCM,,
72,2021,OBC,3rd,PCM,,
61,2021,SEBC,3rd,PCM,,
59,2021,NT-D,3rd,PCM,,
84,2021,ST,3rd,PCM,,
72,2021,NT-C,3rd,PCM,,
84,2021,NT-B,3rd,PCM,,
99,2021,SC,3rd,PCM,,
61,2021,ST,3rd,PCM,,
76,2021,SEBC,3rd,PCM,,
74,2021,SBC,3rd,PCM,,
49,2021,SEBC,3rd,PCM,,
86,2021,NT-B,3rd,PCM,,
87,2021,SEBC,3rd,PCM,,
95,2021,EBC,3rd,PCM,,
69,2021,SBC,3rd,PCM,,
59,2021,OBC,3rd,PCM,,
86,2021,Open,3rd,PCM,,
92,2021,Open,3rd,PCM,,
85,2021,VJ-A,3rd,PCM,,
41,2021,SEBC,3rd,PCM,,
53,2021,NT-D,3rd,PCM,,
96,2021,NT-C,3rd,PCM,,
53,2021,OBC,3rd,PCM,,
65,2021,Open,3rd,PCM,,
55,2021,VJ-A,3rd,PCM,,
37,2021,SC,3rd,PCM,,
54,2021,OBC,3rd,PCM,,
65,2021,SC,3rd,PCM,,
63,2021,SC,3rd,PCM,,
66,2021,NT-B,3rd,PCM,,
88,2021,Open,3rd,PCM,,
49,2021,ST,3rd,PCM,,
93,2021,NT-D,3rd,PCM,,
53,2021,OBC,3rd,PCM,,
97,2021,NT-D,3rd,PCM,,
71,2021,NT-C,3rd,PCM,,
50,2021,VJ-A,3rd,PCM,,
50,2021,NT-C,3rd,PCM,,
99,2021,EBC,3rd,PCM,,
65,2021,Open,3rd,PCM,,
