marks,year,caste,list,cutoff,result
79,2020,SEBC,2nd,39,1
56,2020,NT-D,2nd,35,1
42,2020,NT-B,2nd,35,1
90,2020,Open,2nd,58,1
96,2020,EBC,2nd,41,1
53,2020,NT-C,2nd,35,1
63,2020,EBC,2nd,41,1
80,2020,NT-B,2nd,35,1
54,2020,VJ-A,2nd,52,1
35,2020,VJ-A,2nd,52,0
86,2020,VJ-A,2nd,52,1
87,2020,OBC,2nd,50,1
95,2020,EBC,2nd,41,1
75,2020,Open,2nd,58,1
87,2020,EBC,2nd,41,1
44,2020,NT-D,2nd,35,1
62,2020,VJ-A,2nd,52,1
56,2020,NT-B,2nd,35,1
67,2020,Open,2nd,58,1
83,2020,NT-D,2nd,35,1
83,2020,NT-C,2nd,35,1
56,2020,Open,2nd,58,0
41,2020,OBC,2nd,50,0
72,2020,VJ-A,2nd,52,1
35,2020,NT-C,2nd,35,0
36,2020,ST,2nd,35,1
90,2020,NT-B,2nd,35,1
48,2020,SBC,2nd,56,0
83,2020,NT-D,2nd,35,1
46,2020,SEBC,2nd,39,1
77,2020,Open,2nd,58,1
63,2020,EBC,2nd,41,1
63,2020,OBC,2nd,50,1
54,2020,Open,2nd,58,0
96,2020,SEBC,2nd,39,1
73,2020,NT-D,2nd,35,1
47,2020,OBC,2nd,50,0
78,2020,NT-D,2nd,35,1
39,2020,NT-C,2nd,35,1
87,2020,SC,2nd,35,1
69,2020,VJ-A,2nd,52,1
88,2020,NT-B,2nd,35,1
75,2020,SC,2nd,35,1
78,2020,NT-C,2nd,35,1
41,2020,EBC,2nd,41,0
47,2020,OBC,2nd,50,0
98,2020,VJ-A,2nd,52,1
81,2020,NT-D,2nd,35,1
50,2020,NT-C,2nd,35,1
80,2020,NT-B,2nd,35,1
47,2020,EBC,2nd,41,1
46,2020,NT-D,2nd,35,1
39,2020,OBC,2nd,50,0
100,2020,VJ-A,2nd,52,1
69,2020,OBC,2nd,50,1
91,2020,VJ-A,2nd,52,1
36,2020,SEBC,2nd,39,0
96,2020,ST,2nd,35,1
70,2020,NT-C,2nd,35,1
93,2020,OBC,2nd,50,1
39,2020,NT-B,2nd,35,1
38,2020,NT-D,2nd,35,1
80,2020,Open,2nd,58,1
92,2020,Open,2nd,58,1
53,2020,SBC,2nd,56,0
44,2020,NT-D,2nd,35,1
38,2020,SEBC,2nd,39,0
56,2020,ST,2nd,35,1
89,2020,SBC,2nd,56,1
85,2020,NT-C,2nd,35,1
66,2020,NT-D,2nd,35,1
83,2020,Open,2nd,58,1
69,2020,EBC,2nd,41,1
38,2020,SEBC,2nd,39,0
36,2020,EBC,2nd,41,0
85,2020,NT-B,2nd,35,1
48,2020,NT-D,2nd,35,1
59,2020,SBC,2nd,56,1
62,2020,EBC,2nd,41,1
59,2020,Open,2nd,58,1
55,2020,NT-C,2nd,35,1
65,2020,SEBC,2nd,39,1
63,2020,NT-B,2nd,35,1
98,2020,SC,2nd,35,1
35,2020,NT-C,2nd,35,0
43,2020,NT-C,2nd,35,1
72,2020,VJ-A,2nd,52,1
83,2020,SC,2nd,35,1
57,2020,SC,2nd,35,1
98,2020,Open,2nd,58,1
59,2020,SBC,2nd,56,1
51,2020,NT-B,2nd,35,1
86,2020,SC,2nd,35,1
63,2020,SBC,2nd,56,1
80,2020,Open,2nd,58,1
65,2020,NT-D,2nd,35,1
57,2020,SEBC,2nd,39,1
71,2020,NT-C,2nd,35,1
78,2020,Open,2nd,58,1
89,2020,SBC,2nd,56,1
99,2020,Open,2nd,58,1
74,2020,Open,2nd,58,1
55,2020,SEBC,2nd,39,1
46,2020,EBC,2nd,41,1
65,2020,EBC,2nd,41,1
95,2020,Open,2nd,58,1
74,2020,Open,2nd,58,1
64,2020,SBC,2nd,56,1
69,2020,EBC,2nd,41,1
60,2020,NT-C,2nd,35,1
45,2020,SEBC,2nd,39,1
42,2020,NT-D,2nd,35,1
38,2020,SEBC,2nd,39,0
83,2020,NT-C,2nd,35,1
52,2020,OBC,2nd,50,1
77,2020,VJ-A,2nd,52,1
100,2020,EBC,2nd,41,1
82,2020,SBC,2nd,56,1
67,2020,SEBC,2nd,39,1
54,2020,NT-B,2nd,35,1
41,2020,VJ-A,2nd,52,0
55,2020,VJ-A,2nd,52,1
41,2020,OBC,2nd,50,0
73,2020,SC,2nd,35,1
78,2020,SEBC,2nd,39,1
57,2020,VJ-A,2nd,52,1
37,2020,NT-C,2nd,35,1
94,2020,NT-C,2nd,35,1
75,2020,VJ-A,2nd,52,1
57,2020,ST,2nd,35,1
58,2020,SC,2nd,35,1
85,2020,Open,2nd,58,1
50,2020,NT-C,2nd,35,1
39,2020,NT-D,2nd,35,1
42,2020,SC,2nd,35,1
88,2020,EBC,2nd,41,1
59,2020,VJ-A,2nd,52,1
97,2020,NT-D,2nd,35,1
41,2020,ST,2nd,35,1
92,2020,VJ-A,2nd,52,1
54,2020,NT-D,2nd,35,1
78,2020,NT-B,2nd,35,1
84,2020,SBC,2nd,56,1
35,2020,OBC,2nd,50,0
81,2020,ST,2nd,35,1
40,2020,NT-C,2nd,35,1
90,2020,SC,2nd,35,1
86,2020,EBC,2nd,41,1
36,2020,NT-D,2nd,35,1
67,2020,NT-B,2nd,35,1
79,2020,SBC,2nd,56,1
81,2020,EBC,2nd,41,1
95,2020,Open,2nd,58,1
96,2020,EBC,2nd,41,1
84,2020,ST,2nd,35,1
37,2020,NT-B,2nd,35,1
43,2020,VJ-A,2nd,52,0
98,2020,SEBC,2nd,39,1
50,2020,NT-B,2nd,35,1
42,2020,SC,2nd,35,1
98,2020,NT-D,2nd,35,1
75,2020,OBC,2nd,50,1
63,2020,EBC,2nd,41,1
65,2020,SC,2nd,35,1
95,2020,VJ-A,2nd,52,1
59,2020,SBC,2nd,56,1
92,2020,NT-B,2nd,35,1
47,2020,NT-B,2nd,35,1
89,2020,NT-D,2nd,35,1
73,2020,ST,2nd,35,1
79,2020,ST,2nd,35,1
98,2020,SEBC,2nd,39,1
59,2020,SC,2nd,35,1
59,2020,ST,2nd,35,1
52,2020,VJ-A,2nd,52,0
38,2020,VJ-A,2nd,52,0
69,2020,SEBC,2nd,39,1
80,2020,EBC,2nd,41,1
37,2020,NT-D,2nd,35,1
71,2020,OBC,2nd,50,1
64,2020,SEBC,2nd,39,1
38,2020,ST,2nd,35,1
66,2020,NT-D,2nd,35,1
96,2020,Open,2nd,58,1
91,2020,SEBC,2nd,39,1
73,2020,SC,2nd,35,1
94,2020,Open,2nd,58,1
72,2020,Open,2nd,58,1
96,2020,NT-B,2nd,35,1
62,2020,NT-C,2nd,35,1
97,2020,SEBC,2nd,39,1
56,2020,ST,2nd,35,1
80,2020,NT-C,2nd,35,1
75,2020,SBC,2nd,56,1
61,2020,Open,2nd,58,1
70,2020,Open,2nd,58,1
79,2020,SBC,2nd,56,1
94,2020,SC,2nd,35,1
54,2020,OBC,2nd,50,1
52,2020,SEBC,2nd,39,1
54,2020,OBC,2nd,50,1
39,2020,SBC,2nd,56,0
49,2020,VJ-A,3rd,35,1
91,2020,NT-B,3rd,35,1
87,2020,SEBC,3rd,35,1
39,2020,EBC,3rd,35,1
83,2020,SEBC,3rd,35,1
93,2020,SEBC,3rd,35,1
77,2020,ST,3rd,35,1
84,2020,Open,3rd,50,1
56,2020,SEBC,3rd,35,1
57,2020,EBC,3rd,35,1
62,2020,OBC,3rd,35,1
90,2020,NT-B,3rd,35,1
64,2020,ST,3rd,35,1
65,2020,SBC,3rd,41,1
65,2020,SEBC,3rd,35,1
95,2020,SBC,3rd,41,1
56,2020,SBC,3rd,41,1
89,2020,NT-C,3rd,35,1
90,2020,NT-D,3rd,35,1
76,2020,ST,3rd,35,1
36,2020,VJ-A,3rd,35,1
44,2020,NT-D,3rd,35,1
84,2020,SBC,3rd,41,1
77,2020,NT-D,3rd,35,1
95,2020,SEBC,3rd,35,1
40,2020,NT-C,3rd,35,1
57,2020,ST,3rd,35,1
56,2020,SEBC,3rd,35,1
81,2020,SC,3rd,35,1
51,2020,SEBC,3rd,35,1
81,2020,NT-C,3rd,35,1
89,2020,NT-D,3rd,35,1
39,2020,EBC,3rd,35,1
59,2020,EBC,3rd,35,1
40,2020,SBC,3rd,41,0
59,2020,NT-C,3rd,35,1
48,2020,SEBC,3rd,35,1
59,2020,Open,3rd,50,1
66,2020,EBC,3rd,35,1
91,2020,VJ-A,3rd,35,1
45,2020,OBC,3rd,35,1
69,2020,NT-B,3rd,35,1
57,2020,EBC,3rd,35,1
82,2020,EBC,3rd,35,1
99,2020,Open,3rd,50,1
49,2020,Open,3rd,50,0
60,2020,EBC,3rd,35,1
76,2020,Open,3rd,50,1
84,2020,SC,3rd,35,1
95,2020,SBC,3rd,41,1
64,2020,NT-D,3rd,35,1
87,2020,EBC,3rd,35,1
68,2020,EBC,3rd,35,1
62,2020,SEBC,3rd,35,1
35,2020,VJ-A,3rd,35,0
70,2020,Open,3rd,50,1
71,2020,NT-D,3rd,35,1
53,2020,EBC,3rd,35,1
63,2020,OBC,3rd,35,1
40,2020,NT-C,3rd,35,1
46,2020,VJ-A,3rd,35,1
73,2020,Open,3rd,50,1
96,2020,NT-C,3rd,35,1
80,2020,NT-C,3rd,35,1
70,2020,SBC,3rd,41,1
100,2020,VJ-A,3rd,35,1
41,2020,VJ-A,3rd,35,1
68,2020,ST,3rd,35,1
56,2020,EBC,3rd,35,1
35,2020,EBC,3rd,35,0
37,2020,SC,3rd,35,1
76,2020,ST,3rd,35,1
87,2020,SBC,3rd,41,1
59,2020,OBC,3rd,35,1
52,2020,SEBC,3rd,35,1
70,2020,ST,3rd,35,1
43,2020,Open,3rd,50,0
93,2020,NT-D,3rd,35,1
79,2020,EBC,3rd,35,1
94,2020,SC,3rd,35,1
74,2020,OBC,3rd,35,1
69,2020,NT-D,3rd,35,1
45,2020,NT-C,3rd,35,1
55,2020,OBC,3rd,35,1
54,2020,ST,3rd,35,1
81,2020,SEBC,3rd,35,1
94,2020,NT-D,3rd,35,1
83,2020,Open,3rd,50,1
49,2020,SBC,3rd,41,1
39,2020,Open,3rd,50,0
64,2020,ST,3rd,35,1
38,2020,SBC,3rd,41,0
76,2020,VJ-A,3rd,35,1
38,2020,Open,3rd,50,0
82,2020,NT-C,3rd,35,1
85,2020,VJ-A,3rd,35,1
83,2020,VJ-A,3rd,35,1
90,2020,SC,3rd,35,1
69,2020,VJ-A,3rd,35,1
95,2020,ST,3rd,35,1
48,2020,SBC,3rd,41,1
96,2020,ST,3rd,35,1
52,2020,ST,3rd,35,1
74,2020,Open,3rd,50,1
76,2020,ST,3rd,35,1
44,2020,Open,3rd,50,0
82,2020,ST,3rd,35,1
59,2020,SEBC,3rd,35,1
54,2020,NT-C,3rd,35,1
49,2020,SEBC,3rd,35,1
65,2020,VJ-A,3rd,35,1
80,2020,EBC,3rd,35,1
48,2020,SC,3rd,35,1
45,2020,NT-D,3rd,35,1
98,2020,NT-D,3rd,35,1
91,2020,ST,3rd,35,1
66,2020,VJ-A,3rd,35,1
56,2020,NT-B,3rd,35,1
52,2020,Open,3rd,50,1
74,2020,ST,3rd,35,1
95,2020,NT-D,3rd,35,1
91,2020,ST,3rd,35,1
92,2020,NT-B,3rd,35,1
73,2020,OBC,3rd,35,1
98,2020,OBC,3rd,35,1
45,2020,NT-D,3rd,35,1
97,2020,NT-B,3rd,35,1
75,2020,Open,3rd,50,1
96,2020,SBC,3rd,41,1
52,2020,Open,3rd,50,1
53,2020,SEBC,3rd,35,1
81,2020,EBC,3rd,35,1
67,2020,SBC,3rd,41,1
41,2020,OBC,3rd,35,1
77,2020,NT-B,3rd,35,1
84,2020,OBC,3rd,35,1
95,2020,EBC,3rd,35,1
63,2020,SEBC,3rd,35,1
62,2020,OBC,3rd,35,1
64,2020,SC,3rd,35,1
51,2020,ST,3rd,35,1
72,2020,SC,3rd,35,1
62,2020,VJ-A,3rd,35,1
84,2020,NT-D,3rd,35,1
71,2020,NT-B,3rd,35,1
35,2020,Open,3rd,50,0
64,2020,OBC,3rd,35,1
88,2020,OBC,3rd,35,1
80,2020,SC,3rd,35,1
54,2020,SBC,3rd,41,1
66,2020,EBC,3rd,35,1
92,2020,NT-D,3rd,35,1
83,2020,EBC,3rd,35,1
72,2020,NT-D,3rd,35,1
76,2020,NT-C,3rd,35,1
93,2020,OBC,3rd,35,1
93,2020,SBC,3rd,41,1
95,2020,NT-B,3rd,35,1
74,2020,SBC,3rd,41,1
42,2020,NT-D,3rd,35,1
92,2020,NT-D,3rd,35,1
92,2020,Open,3rd,50,1
77,2020,SBC,3rd,41,1
60,2020,NT-D,3rd,35,1
65,2020,EBC,3rd,35,1
77,2020,SBC,3rd,41,1
88,2020,VJ-A,3rd,35,1
42,2020,OBC,3rd,35,1
79,2020,SEBC,3rd,35,1
45,2020,SEBC,3rd,35,1
80,2020,SBC,3rd,41,1
71,2020,EBC,3rd,35,1
88,2020,EBC,3rd,35,1
45,2020,EBC,3rd,35,1
35,2020,OBC,3rd,35,0
61,2020,NT-D,3rd,35,1
68,2020,Open,3rd,50,1
40,2020,SEBC,3rd,35,1
66,2020,ST,3rd,35,1
72,2020,NT-D,3rd,35,1
73,2020,OBC,3rd,35,1
58,2020,VJ-A,3rd,35,1
59,2020,SEBC,3rd,35,1
67,2020,OBC,3rd,35,1
39,2020,NT-B,3rd,35,1
57,2020,SC,3rd,35,1
41,2020,SEBC,3rd,35,1
45,2020,NT-C,3rd,35,1
82,2020,NT-C,3rd,35,1
53,2020,NT-C,3rd,35,1
84,2020,SEBC,3rd,35,1
94,2020,SC,3rd,35,1
96,2020,SBC,3rd,41,1
67,2020,SBC,3rd,41,1
81,2020,ST,3rd,35,1
91,2020,SC,3rd,35,1
53,2020,Open,3rd,50,1
36,2020,NT-C,3rd,35,1
68,2020,SC,3rd,35,1
37,2020,EBC,3rd,35,1
70,2020,ST,3rd,35,1
39,2020,SC,3rd,35,1
51,2020,NT-C,3rd,35,1
64,2020,OBC,3rd,35,1
85,2020,NT-D,3rd,35,1
77,2020,OBC,3rd,35,1
76,2020,Open,3rd,50,1
97,2020,ST,3rd,35,1
68,2020,Open,3rd,50,1
97,2020,EBC,3rd,35,1
96,2020,EBC,3rd,35,1
49,2020,VJ-A,3rd,35,1
43,2020,ST,3rd,35,1
84,2020,EBC,3rd,35,1
42,2020,EBC,3rd,35,1
87,2020,EBC,3rd,35,1
88,2020,Open,3rd,50,1
89,2020,SEBC,3rd,35,1
49,2020,ST,3rd,35,1
63,2020,SEBC,3rd,35,1
45,2020,VJ-A,3rd,35,1
40,2020,Open,3rd,50,0
97,2020,OBC,3rd,35,1
71,2020,EBC,3rd,35,1
95,2020,Open,3rd,50,1
86,2020,OBC,3rd,35,1
54,2020,NT-D,3rd,35,1
96,2020,ST,3rd,35,1
51,2020,Open,3rd,50,1
81,2020,Open,3rd,50,1
91,2020,SC,3rd,35,1
54,2020,Open,3rd,50,1
65,2020,VJ-A,3rd,35,1
78,2020,SBC,3rd,41,1
41,2020,Open,3rd,50,0
82,2020,NT-D,3rd,35,1
51,2020,VJ-A,3rd,35,1
38,2020,NT-B,3rd,35,1
66,2020,NT-C,3rd,35,1
80,2020,SBC,3rd,41,1
73,2020,VJ-A,3rd,35,1
91,2020,SEBC,3rd,35,1
38,2020,SC,3rd,35,1
46,2020,VJ-A,3rd,35,1
53,2020,VJ-A,3rd,35,1
36,2020,NT-B,3rd,35,1
75,2020,VJ-A,3rd,35,1
72,2020,VJ-A,3rd,35,1
85,2020,Open,3rd,50,1
57,2020,EBC,3rd,35,1
96,2020,SBC,3rd,41,1
80,2020,EBC,3rd,35,1
56,2020,SEBC,3rd,35,1
70,2020,OBC,3rd,35,1
39,2020,SC,3rd,35,1
56,2020,VJ-A,3rd,35,1
74,2020,NT-B,3rd,35,1
53,2020,NT-B,3rd,35,1
99,2020,NT-D,3rd,35,1
41,2020,NT-D,3rd,35,1
78,2020,NT-D,3rd,35,1
63,2020,OBC,3rd,35,1
64,2020,NT-B,3rd,35,1
71,2020,SBC,3rd,41,1
44,2020,NT-D,3rd,35,1
76,2020,SBC,3rd,41,1
40,2020,SEBC,3rd,35,1
42,2020,SC,3rd,35,1
50,2020,SBC,3rd,41,1
71,2020,SBC,3rd,41,1
85,2020,NT-D,3rd,35,1
60,2020,Open,3rd,50,1
97,2020,SEBC,3rd,35,1
58,2020,SEBC,3rd,35,1
45,2020,SEBC,3rd,35,1
65,2020,EBC,3rd,35,1
93,2020,SEBC,3rd,35,1
80,2020,SBC,3rd,41,1
69,2020,OBC,3rd,35,1
56,2020,SBC,3rd,41,1
44,2020,SBC,3rd,41,1
43,2020,VJ-A,3rd,35,1
87,2020,Open,3rd,50,1
76,2020,SC,3rd,35,1
60,2020,SEBC,3rd,35,1
54,2020,OBC,3rd,35,1
99,2020,Open,3rd,50,1
81,2020,NT-C,3rd,35,1
48,2020,SEBC,3rd,35,1
95,2020,SBC,3rd,41,1
53,2020,EBC,3rd,35,1
98,2020,Open,3rd,50,1
50,2020,VJ-A,3rd,35,1
87,2020,NT-D,3rd,35,1
47,2020,OBC,3rd,35,1
70,2020,Open,3rd,50,1
74,2020,ST,3rd,35,1
93,2020,NT-B,3rd,35,1
63,2020,SEBC,3rd,35,1
82,2020,NT-D,3rd,35,1
90,2020,SEBC,3rd,35,1
90,2020,SEBC,3rd,35,1
53,2020,VJ-A,3rd,35,1
52,2020,VJ-A,3rd,35,1
66,2020,NT-D,3rd,35,1
87,2020,SBC,3rd,41,1
59,2020,Open,3rd,50,1
82,2020,Open,3rd,50,1
63,2020,VJ-A,3rd,35,1
48,2020,SC,3rd,35,1
97,2020,SC,3rd,35,1
94,2020,NT-B,3rd,35,1
76,2020,NT-B,3rd,35,1
86,2020,NT-D,3rd,35,1
57,2020,NT-B,3rd,35,1
81,2020,NT-C,3rd,35,1
45,2020,SEBC,3rd,35,1
52,2020,NT-D,3rd,35,1
68,2020,EBC,3rd,35,1
84,2020,NT-B,3rd,35,1
95,2020,NT-B,3rd,35,1
63,2020,Open,3rd,50,1
95,2020,VJ-A,3rd,35,1
84,2020,SC,3rd,35,1
58,2020,SEBC,3rd,35,1
59,2020,ST,3rd,35,1
52,2020,SEBC,3rd,35,1
55,2020,SC,3rd,35,1
66,2020,NT-C,3rd,35,1
82,2020,SEBC,3rd,35,1
44,2020,SEBC,3rd,35,1
98,2020,SBC,3rd,41,1
53,2020,NT-B,3rd,35,1
86,2020,EBC,3rd,35,1
51,2020,ST,3rd,35,1
83,2020,SC,3rd,35,1
96,2020,OBC,3rd,35,1
72,2020,EBC,3rd,35,1
74,2020,SBC,3rd,41,1
44,2020,NT-B,3rd,35,1
47,2020,SC,3rd,35,1
97,2020,SBC,3rd,41,1
41,2020,VJ-A,3rd,35,1
79,2020,SC,3rd,35,1
79,2020,NT-B,3rd,35,1
39,2020,Open,3rd,50,0
39,2020,SC,3rd,35,1
78,2020,EBC,3rd,35,1
96,2020,VJ-A,3rd,35,1
35,2020,NT-B,3rd,35,0
92,2020,NT-D,3rd,35,1
63,2020,SC,3rd,35,1
99,2020,SBC,3rd,41,1
39,2020,SBC,3rd,41,0
88,2020,VJ-A,3rd,35,1
72,2020,SC,3rd,35,1
94,2020,EBC,3rd,35,1
70,2020,SEBC,3rd,35,1
62,2020,SC,3rd,35,1
51,2020,EBC,3rd,35,1
47,2020,EBC,3rd,35,1
64,2020,EBC,3rd,35,1
75,2020,OBC,3rd,35,1
50,2020,SEBC,3rd,35,1
77,2020,Open,3rd,50,1
94,2020,VJ-A,3rd,35,1
72,2020,ST,3rd,35,1
62,2020,VJ-A,3rd,35,1
42,2020,SEBC,3rd,35,1
80,2020,SC,3rd,35,1
89,2020,SC,3rd,35,1
66,2020,NT-B,3rd,35,1
88,2020,SBC,3rd,41,1
86,2020,NT-C,3rd,35,1
100,2020,ST,3rd,35,1
75,2020,SC,3rd,35,1
60,2020,VJ-A,3rd,35,1
83,2020,ST,3rd,35,1
85,2020,ST,3rd,35,1
58,2020,ST,3rd,35,1
80,2020,SEBC,3rd,35,1
85,2020,NT-C,3rd,35,1
67,2020,ST,3rd,35,1
72,2020,SEBC,3rd,35,1
43,2020,EBC,3rd,35,1
43,2020,NT-D,3rd,35,1
43,2020,SEBC,3rd,35,1
91,2020,Open,3rd,50,1
96,2020,OBC,3rd,35,1
56,2020,NT-B,3rd,35,1
92,2020,ST,3rd,35,1
58,2020,OBC,3rd,35,1
83,2020,NT-B,3rd,35,1
68,2020,EBC,3rd,35,1
94,2020,VJ-A,3rd,35,1
82,2020,NT-B,3rd,35,1
52,2020,SC,3rd,35,1
36,2020,NT-C,3rd,35,1
70,2020,NT-C,3rd,35,1
82,2020,Open,3rd,50,1
85,2020,ST,3rd,35,1
70,2020,SBC,3rd,41,1
71,2020,Open,3rd,50,1
69,2020,VJ-A,3rd,35,1
96,2020,ST,3rd,35,1
80,2020,SC,3rd,35,1
87,2020,SBC,3rd,41,1
48,2020,Open,3rd,50,0
81,2020,NT-C,3rd,35,1
79,2020,NT-D,3rd,35,1
80,2020,EBC,3rd,35,1
75,2020,NT-C,3rd,35,1
56,2020,ST,3rd,35,1
35,2020,SBC,3rd,41,0
56,2020,NT-D,3rd,35,1
45,2020,SC,3rd,35,1
89,2020,OBC,3rd,35,1
79,2020,VJ-A,3rd,35,1
70,2020,NT-B,3rd,35,1
77,2020,EBC,3rd,35,1
75,2020,ST,3rd,35,1
71,2020,SEBC,3rd,35,1
67,2020,VJ-A,3rd,35,1
56,2020,EBC,3rd,35,1
81,2020,NT-C,3rd,35,1
76,2020,ST,3rd,35,1
86,2020,NT-B,3rd,35,1
85,2020,ST,3rd,35,1
81,2020,SBC,3rd,41,1
36,2020,ST,3rd,35,1
51,2020,ST,3rd,35,1
51,2020,NT-C,3rd,35,1
49,2020,SC,3rd,35,1
45,2020,NT-D,3rd,35,1
65,2020,ST,3rd,35,1
67,2020,OBC,3rd,35,1
47,2020,EBC,3rd,35,1
67,2020,SEBC,3rd,35,1
99,2020,EBC,3rd,35,1
71,2020,NT-C,3rd,35,1
40,2020,VJ-A,3rd,35,1
52,2020,ST,3rd,35,1
93,2020,NT-C,3rd,35,1
44,2020,SEBC,3rd,35,1
61,2020,SC,3rd,35,1
80,2020,NT-D,3rd,35,1
53,2020,NT-D,3rd,35,1
64,2020,SC,3rd,35,1
62,2020,OBC,3rd,35,1
83,2020,SC,3rd,35,1
50,2020,NT-B,3rd,35,1
44,2020,SC,3rd,35,1
82,2020,NT-B,3rd,35,1
61,2020,NT-C,3rd,35,1
88,2020,Open,3rd,50,1
95,2020,SEBC,3rd,35,1
65,2020,NT-D,3rd,35,1
51,2020,NT-B,3rd,35,1
81,2020,SBC,3rd,41,1
50,2020,SC,3rd,35,1
84,2020,NT-B,3rd,35,1
43,2020,NT-B,3rd,35,1
83,2020,SEBC,3rd,35,1
75,2020,NT-B,3rd,35,1
52,2020,SBC,3rd,41,1
82,2020,SEBC,3rd,35,1
70,2020,NT-B,3rd,35,1
98,2020,NT-C,3rd,35,1
36,2020,EBC,3rd,35,1
84,2020,OBC,3rd,35,1
78,2020,EBC,3rd,35,1
100,2020,NT-B,3rd,35,1
36,2020,SC,3rd,35,1
51,2020,EBC,3rd,35,1
87,2020,SC,3rd,35,1
35,2020,SC,3rd,35,0
47,2020,NT-D,3rd,35,1
79,2020,SEBC,3rd,35,1
67,2020,NT-D,3rd,35,1
47,2020,VJ-A,3rd,35,1
76,2020,ST,3rd,35,1
40,2020,NT-C,3rd,35,1
98,2020,ST,3rd,35,1
60,2020,SEBC,3rd,35,1
93,2020,NT-B,3rd,35,1
88,2020,Open,3rd,50,1
65,2020,NT-C,3rd,35,1
47,2020,EBC,3rd,35,1
89,2020,NT-C,3rd,35,1
91,2020,VJ-A,3rd,35,1
45,2020,OBC,3rd,35,1
64,2020,ST,3rd,35,1
59,2020,Open,3rd,50,1
47,2020,NT-D,3rd,35,1
96,2020,SEBC,3rd,35,1
62,2020,SC,3rd,35,1
83,2020,NT-D,3rd,35,1
36,2020,Open,3rd,50,0
93,2020,SEBC,3rd,35,1
74,2020,SEBC,3rd,35,1
59,2020,OBC,3rd,35,1
78,2020,SC,3rd,35,1
63,2020,Open,3rd,50,1
83,2020,NT-D,3rd,35,1
94,2020,SEBC,3rd,35,1
46,2020,SBC,3rd,41,1
64,2020,EBC,3rd,35,1
93,2020,Open,3rd,50,1
50,2020,EBC,3rd,35,1
66,2020,ST,3rd,35,1
64,2020,SBC,3rd,41,1
74,2020,OBC,3rd,35,1
94,2020,SBC,3rd,41,1
93,2020,VJ-A,3rd,35,1
51,2020,SBC,3rd,41,1
87,2020,EBC,3rd,35,1
74,2020,NT-C,3rd,35,1
46,2020,Open,3rd,50,0
55,2020,SEBC,3rd,35,1
37,2020,NT-D,3rd,35,1
37,2020,NT-C,3rd,35,1
51,2020,SEBC,3rd,35,1
67,2020,SBC,3rd,41,1
73,2020,SEBC,3rd,35,1
69,2020,ST,3rd,35,1
36,2020,SBC,3rd,41,0
53,2020,ST,3rd,35,1
59,2020,NT-C,3rd,35,1
82,2020,SC,3rd,35,1
53,2020,ST,3rd,35,1
83,2020,Open,3rd,50,1
54,2020,NT-B,3rd,35,1
84,2020,NT-B,3rd,35,1
80,2020,SBC,3rd,41,1
54,2020,NT-D,3rd,35,1
48,2020,SBC,3rd,41,1
90,2020,Open,3rd,50,1
37,2020,SBC,3rd,41,0
48,2020,SBC,3rd,41,1
65,2020,EBC,3rd,35,1
66,2020,EBC,3rd,35,1
80,2020,NT-D,3rd,35,1
77,2020,OBC,3rd,35,1
57,2020,OBC,3rd,35,1
37,2020,VJ-A,3rd,35,1
67,2020,ST,3rd,35,1
97,2020,NT-D,3rd,35,1
39,2020,SEBC,3rd,35,1
86,2020,VJ-A,3rd,35,1
61,2020,NT-D,3rd,35,1
71,2020,OBC,3rd,35,1
91,2020,Open,3rd,50,1
75,2020,SEBC,3rd,35,1
89,2020,SEBC,3rd,35,1
67,2020,NT-D,3rd,35,1
93,2020,SC,3rd,35,1
91,2020,VJ-A,3rd,35,1
50,2020,SBC,3rd,41,1
37,2020,SEBC,3rd,35,1
78,2020,NT-D,3rd,35,1
74,2020,NT-D,3rd,35,1
92,2020,NT-C,3rd,35,1
44,2020,SEBC,3rd,35,1
77,2020,NT-D,3rd,35,1
57,2020,ST,3rd,35,1
66,2020,EBC,3rd,35,1
99,2020,SBC,3rd,41,1
71,2020,OBC,3rd,35,1
70,2020,NT-C,3rd,35,1
57,2020,NT-D,3rd,35,1
40,2020,SBC,3rd,41,0
60,2020,NT-C,3rd,35,1
52,2020,EBC,3rd,35,1
59,2020,VJ-A,3rd,35,1
39,2020,SC,3rd,35,1
85,2020,OBC,3rd,35,1
43,2020,SBC,3rd,41,1
42,2020,Open,3rd,50,0
66,2020,ST,3rd,35,1
97,2020,SBC,3rd,41,1
79,2020,NT-D,3rd,35,1
60,2020,EBC,3rd,35,1
54,2020,NT-B,3rd,35,1
35,2020,VJ-A,3rd,35,0
87,2020,OBC,3rd,35,1
83,2020,SBC,3rd,41,1
53,2020,SBC,3rd,41,1
91,2020,SBC,3rd,41,1
48,2020,ST,3rd,35,1
48,2020,VJ-A,3rd,35,1
80,2020,NT-C,3rd,35,1
61,2020,ST,3rd,35,1
98,2020,VJ-A,3rd,35,1
70,2020,SBC,3rd,41,1
46,2020,OBC,3rd,35,1
72,2020,SC,3rd,35,1
94,2020,Open,3rd,50,1
44,2020,SC,3rd,35,1
70,2020,EBC,3rd,35,1
96,2020,VJ-A,3rd,35,1
38,2019,OBC,1st,69,0
43,2019,SEBC,1st,48,0
86,2019,NT-D,1st,42,1
47,2019,NT-C,1st,42,1
60,2019,EBC,1st,56,1
86,2019,SC,1st,42,1
37,2019,VJ-A,1st,63,0
